savedsearch_name,runs,app,search,user
Audit - Script Errors,1,SA-Utils,"| rest /services/admin/inputstatus/ModularInputs:modular%20input%20commands splunk_server=local count=0 | append [| rest /services/admin/inputstatus/ExecProcessor:exec%20commands splunk_server=local count=0] | fields inputs* | transpose | rex field=column ""inputs(?<script>\S+)(?:\s\((?<stanza>[^\(]+)\))?\.(?<key>(exit status description)|(time closed)|(time opened))"" | eval value=coalesce('row 1', 'row 2'), stanza=coalesce(stanza, ""default""), started=if(key==""time opened"", value, started), stopped=if(key==""time closed"", value, stopped) | rex field=value ""exited\s+with\s+code\s+(?<exit_status>\d+)"" | stats first(started) as started, first(stopped) as stopped, first(exit_status) as exit_status by script, stanza | eval errmsg=case(exit_status==""0"", null(), isnotnull(exit_status), ""A script exited abnormally with exit status: ""+exit_status, isnull(started) or isnotnull(stopped), ""A script is in an unknown state""), ignore=if(`script_error_msg_ignore`, 1, 0) | where isnotnull(errmsg) AND ignore=0",
Audit - Search Actions - Telemetry Gen,1,SplunkEnterpriseSecuritySuite,"| rest splunk_server=local count=0 /servicesNS/nobody/SplunkEnterpriseSecuritySuite/saved/searches | search disabled=0 is_scheduled=1 | eval ""data.action""=split(actions, "","") | eventstats count as data.total_scheduled | stats first(data.total_scheduled) as data.total_scheduled,count as data.count by data.action | lookup local=true es_instrumentation_actions action as data.action OUTPUT action as is_ok | appendpipe [where isnull(is_ok) | stats first(data.total_scheduled) as data.total_scheduled,sum(data.count) as data.count | eval ""data.action""=""other"",is_ok=""true""] | where isnotnull(is_ok) | join data.action type=left [| rest splunk_server=local count=0 /servicesNS/nobody/SplunkEnterpriseSecuritySuite/alerts/alert_actions | rename title as data.action | eval ""data.is_adaptive_response""=if(isnotnull('param._cam'),1,0) | table data.action,data.is_adaptive_response] | eval version=""1.0"",""data.is_adaptive_response""=if(isnull('data.is_adaptive_response'),0,1) | makejson version(string),data.* output=event | table event",None
Audit - Search Execution - Telemetry Gen,1,SplunkEnterpriseSecuritySuite,"| tstats summariesonly=false values(nodename) as nodename,avg(Search_Activity.total_run_time) as data.avg_run_time,count as data.count from datamodel=Splunk_Audit.Search_Activity where Search_Activity.search_alias!=""*Data Model Summary Director"" by Search_Activity.search_alias | rename Search_Activity.search_alias as data.search_alias | where NOT match('data.search_alias', ""search\d+"") | lookup local=true es_instrumentation_searches search_alias as data.search_alias OUTPUT search_alias as is_ok | appendpipe [where isnull(is_ok) | eval weighted_avg='data.avg_run_time'*'data.count' | stats sum(weighted_avg) as weighted_avg,sum(data.count) as data.count | eval ""data.avg_run_time""=weighted_avg/'data.count',""data.search_alias""=""other"",is_ok=""true""] | where isnotnull(is_ok) | addinfo | eval version=""1.0"",begin=floor(info_min_time),end=floor(info_max_time),""data.is_realtime""=if(nodename==""Search_Activity.Realtime_Jobs"",1,0),""data.avg_run_time""=round('data.avg_run_time', 2) | makejson version(string),begin(int),end(int),data.* output=event | table event",None
Audit - Threat Gen Searches Detected,1,DA-ESS-ThreatIntelligence,"| rest /services/saved/searches splunk_server=local count=0 | search action.threat_activity=1 OR title=""* - Threat Gen"" | stats values(title) AS title, count | where count > 0",
AWS Billing - Account Name,1,splunk_app_aws,"`aws-billing-sourcetype` eventtype=aws_billing_monthly_report (RecordType=InvoiceTotal OR RecordType=AccountTotal) | eval LinkedAccountId=if(isnull(LinkedAccountId),PayerAccountId,LinkedAccountId) | eval LinkedAccountName=if(isnull(LinkedAccountName),PayerAccountName,LinkedAccountName) | stats count by LinkedAccountId LinkedAccountName | dedup LinkedAccountId sortby -_time | append [makeresults | eval LinkedAccountId=""placeholder"" | eval LinkedAccountName=""placeholder""] | table LinkedAccountId LinkedAccountName | outputlookup account_name",None
AWS Config - Tags,1,splunk_app_aws,"`aws-config-sourcetype` | spath output=tags path=tags | stats count by tags resourceType aws_account_id | fields - count | rex max_match=20 field=tags ""\""(?<key>[^,]+)\"": \""(?<value>[^,]+)\"""" | eval keyvalue=mvzip('key', 'value',""="") | mvexpand keyvalue | fields keyvalue resourceType aws_account_id | rex field=keyvalue ""(?<key>[^,]+)=(?<value>[^,]+)"" |  stats count by key value resourceType aws_account_id | fields key value resourceType aws_account_id | rename resourceType as type | outputlookup tags_config",None
AWS Description - CloudFront Edges,1,splunk_app_aws,"`aws-description-resource("""", """", ""cloudfront_distributions"")` | dedup id | table id, domain_name, account_id | outputlookup cloudfront_edges",None
AWS Description - S3 Buckets,1,splunk_app_aws,"`aws-description(""*"", ""*"", ""s3_buckets"", ""Name"")`  | rename Name as bucket_name, LocationConstraint as region | table bucket_name, account_id, region | outputlookup s3_buckets",None
AWS Description - Tags,1,splunk_app_aws,"`aws-description-sourcetype` | spath output=tags path=tags | stats count by tags source aws_account_id | fields - count | rex max_match=20 field=tags ""\""(?<key>[^,]+)\"": \""(?<value>[^,]+)\"""" | eval keyvalue=mvzip('key', 'value',""="") | mvexpand keyvalue | fields keyvalue source aws_account_id | rex field=keyvalue ""(?<key>[^,]+)=(?<value>[^,]+)"" | rex field=source "".*?:(?<type>.*)"" |  stats count by key value type aws_account_id | fields key value type aws_account_id | outputlookup tags_description",None
AWS: calculate data volume indexed,1,splunk_app_aws,"| search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval sum_mb=sum_kb/1024 
         | filterawssourcetype",None
Azure Billing Period Lookup,16,microsoft_azure,`azure-index` sourcetype=azure:billing:period | stats count by _time subscriptionId id name properties.billingPeriodStartDate properties.billingPeriodEndDate  | rename properties.billingPeriodStartDate AS billingPeriodStartDate properties.billingPeriodEndDate AS billingPeriodEndDate  | inputlookup azure_billing_periods append=t  | stats count by _time subscriptionId id name billingPeriodStartDate billingPeriodEndDate  | fields - count | outputlookup azure_billing_periods,None
Azure Subscriptions Lookup,16,microsoft_azure,"`azure-index` sourcetype=""azure:subscriptions"" | stats count by subscriptionId, displayName | inputlookup lookup_subscriptions append=true | stats count by subscriptionId, displayName | fields - count | outputlookup lookup_subscriptions",None
Billing: Billing Reports S3Key Generator,1,splunk_app_aws,"`aws-billing-sourcetype` (RecordType=AccountTotal OR RecordType=StatementTotal) | stats count by aws_account_id S3KeyLastModified source eventtype | eventstats max(S3KeyLastModified) as max_s3 by source | where S3KeyLastModified=max_s3 and (eventtype=""aws_billing_monthly_report"" or eventtype=""aws_billing_detail_report"") | table S3KeyLastModified source eventtype | outputlookup billing_report_s3key",None
Billing: Topology Billing Metric Generator,1,splunk_app_aws,"`aws-billing-details(*)` ResourceId=""i-*"" OR ResourceId=""vol-*"" | stats sum(BlendedCost) as billing by ResourceId | rename ResourceId as name | table billing, name | outputlookup topology_billing_metrics",None
Brute Force Attack,1,InfoSec_App_for_Splunk,"| tstats summariesonly=t allow_old_summaries=t count from datamodel=Authentication by Authentication.action, Authentication.src 
| rename Authentication.src as source, Authentication.action as action 
| chart last(count) over source by action 
| where success>0 and failure>20 
| sort -failure 
| rename failure as failures 
| fields - success, unknown",
Bucket Copy Trigger,2535,,'| archivebuckets' archivebuckets | archivebuckets,splunk-system-user
calculate data volume indexed,7,,"'| search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_130596876.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\""""' '| search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_1542731947.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\""""' '| search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_198130619.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\""""' '| search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_517913844.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\""""' '| search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_518248867.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\""""' '| search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_732124380.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\""""' '| search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_769871539.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\""""' | search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_130596876.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\"""" | search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_1542731947.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\"""" | search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_198130619.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\"""" | search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_517913844.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\"""" | search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_518248867.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\"""" | search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_732124380.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\"""" | search index=_internal sourcetype=splunkd source=*metrics.log splunk_server=""*"" group=""per_sourcetype_thruput"" 
         | stats sum(kb) as sum_kb by series | eval MB=sum_kb/1024 | summaryindex spool=t uselb=t addtime=t index=""summary"" file=""RMD5d274ffb2b4156669_769871539.stash_new"" name=""calculate data volume indexed"" marker=""report=\""dbx_indexed_data_volume\""""",splunk-system-user
Change - Number Of Account Lockouts,1,DA-ESS-AccessProtection,"| tstats `summariesonly` estdc(All_Changes.user) as current_count from datamodel=Change.All_Changes where earliest=-24h@h latest=+0s nodename=All_Changes.Account_Management All_Changes.result=""lockout"" | appendcols [| tstats `summariesonly` estdc(All_Changes.user) as historical_count from datamodel=Change.All_Changes where earliest=-48h@h latest=-24h@h nodename=All_Changes.Account_Management All_Changes.result=""lockout""] | `get_delta`",
Change - Total Change Count By User By Change Type Per Day - Model Gen,1,SA-EndpointProtection,"| `tstats` count from datamodel=Endpoint.Filesystem where Filesystem.tag=""change"" by _time,Filesystem.user span=24h | eval change_type=""filesystem"",user='Filesystem.user' | `tstats` append=T count from datamodel=Endpoint.Registry where Registry.tag=""change"" by _time,Registry.user span=24h | eval change_type=if(isnull(change_type),""registry"",change_type),user=if(isnull(user),'Registry.user',user) | `tstats` append=T count from datamodel=Change.All_Changes by _time,All_Changes.change_type,All_Changes.user span=24h | eval change_type=if(isnull(change_type),'All_Changes.change_type',change_type),user=if(isnull(user),'All_Changes.user',user) | stats count as change_count by _time,change_type,user | fit DensityFunction change_count by change_type partial_fit=true dist=norm into app:change_count_by_user_by_change_type_1d",None
CloudTrail EventName Generator,1,splunk_app_aws,`aws-cloudtrail-sourcetype` | stats count by eventName | lookup all_eventName eventName OUTPUTNEW eventName as existing | fillnull | search existing=0 | fields eventName | outputlookup all_eventName append=true,
CloudWatch: Topology CPU Metric Generator,1,splunk_app_aws,"`aws-cloudwatch-ec2(""*"", ""*"")` metric_dimensions=""*InstanceId=[*]*"" metric_name=""CPUUtilization"" 
         | stats avg(Average) as cpu by metric_dimensions | `aws-cloudwatch-dimension-rex(""InstanceId"", ""name"")` 
         | table cpu, name | outputlookup topology_cpu_metrics",None
CloudWatch: Topology Disk IO Metric Generator,1,splunk_app_aws,"`aws-cloudwatch-ec2(""*"", ""*"")` metric_dimensions=""*InstanceId=[*]*"" metric_name=""Disk*Ops"" 
         | stats sum(Sum) as io_count by metric_dimensions, metric_name | stats sum(io_count) as disk by metric_dimensions 
         | `aws-cloudwatch-dimension-rex(""InstanceId"", ""name"")` | table disk, name | outputlookup topology_diskio_metrics",None
CloudWatch: Topology Network Traffic Metric Generator,1,splunk_app_aws,"`aws-cloudwatch-ec2(""*"", ""*"")` metric_dimensions=""*InstanceId=[*]*"" metric_name=""Network*"" 
         | stats sum(Sum) as network by metric_dimensions, metric_name | stats sum(network) as network_traffic by metric_dimensions 
         | `aws-cloudwatch-dimension-rex(""InstanceId"", ""name"")` | table network_traffic, name | outputlookup topology_network_traffic_metrics",None
CloudWatch: Topology Volume IO Metric Generator,1,splunk_app_aws,"`aws-cloudwatch-ebs(""*"", ""*"")` metric_dimensions=""*VolumeId=[*]*"" (metric_name=""VolumeReadOps"" OR metric_name=""VolumeWriteOps"") 
         | stats sum(Sum) as io_count by metric_dimensions, metric_name | stats sum(io_count) as volume_io by metric_dimensions 
         | `aws-cloudwatch-dimension-rex(""VolumeId"", ""name"")` | table volume_io, name | outputlookup topology_volumeio_metrics",None
CloudWatch: Topology Volume Traffic Metric Generator,1,splunk_app_aws,"`aws-cloudwatch-ebs(""*"", ""*"")` metric_dimensions=""*VolumeId=[*]*"" metric_name=""Volume*Bytes"" 
         | stats sum(Sum) as network by metric_dimensions, metric_name | stats sum(network) as network_traffic by metric_dimensions 
         | `aws-cloudwatch-dimension-rex(""VolumeId"", ""name"")` | table network_traffic, name | outputlookup topology_volume_traffic_metrics",None
Config Rules: Topology Config Rules Generator,1,splunk_app_aws,"`aws-config-rule-sourcetype` source=""*:configRule:complianceDetail"" | rename EvaluationResultIdentifier.EvaluationResultQualifier.ResourceId as resource_id, EvaluationResultIdentifier.EvaluationResultQualifier.ConfigRuleName as rule_name | stats latest(ComplianceType) as compliance_type by resource_id, rule_name | table resource_id, rule_name, compliance_type | outputlookup topology_config_rules",None
COWS5CG10152DW - Monitor stolen laptop activity,1,SplunkEnterpriseSecuritySuite,"index=* ""COWS5CG10152DW"" 
| fields _time hostname state",
Critical Severity Intrusion,1,InfoSec_App_for_Splunk,"| tstats local=false summariesonly=true allow_old_summaries=true count from datamodel=Intrusion_Detection.IDS_Attacks where IDS_Attacks.severity=""critical"" by IDS_Attacks.signature, IDS_Attacks.severity | rename ""IDS_Attacks.*"" as ""*""",
Daily Allowed IDS Report (non-US DMZ),1,SplunkEnterpriseSecuritySuite,"index=pan_logs sourcetype=pan:threat action=allowed src_zone!=""Ada-PCI-S"" src_zone!=""SB-PCI-S"" dvc!=""UTM-21-2-a-DMZ"" dvc!=""*eDMZ*"" dvc!=""UTM-SB1-1-C-DMZ"" NOT severity IN(""low"",""medium"",""informational"") NOT threat=""Remote Port*""
| fillnull value=""""
| bin _time span=5m
| stats values(action) as action,
values(src_zone) as src_zone,
values(dvc) as dvc,
values(threat) as signature,
values(threat_id) as signature_id,
values(severity) as orig_severity,
values(tag) as tag,
values(dest) as dest,
count
by src, user, sourcetype, _time
| where count>=5",None
Daily Cloud Accounts Search,1,SplunkEnterpriseSecuritySuite,"index=aws-accounts earliest=-12h@h | table AWSProvider,AccountID,AccountName,AccountOperator,AccountOwner,Active,BusinessRegion,BusinessSubRegion,AccountDescription,Environment,ITRegistryObjectID,IsParent,NotifyEmail,ParentAccountID,RootAccountEmail | outputlookup cloudaccounts",
Daily DMZ IDS Report,1,SplunkEnterpriseSecuritySuite,"| tstats `summariesonly` values(IDS_Attacks.signature) as ""signature"",values(IDS_Attacks.dest) as ""dest"",values(IDS_Attacks.dest_zone) as ""dest_zone"",values(IDS_Attacks.user) as ""user"",count from datamodel=Intrusion_Detection.IDS_Attacks where ((IDS_Attacks.severity=high OR IDS_Attacks.severity=critical) IDS_Attacks.action=""allowed"" (IDS_Attacks.src_zone=""*dmz*"" OR IDS_Attacks.dest_zone=""*dmz*"") `hdsi_exclude_guest_wireless(IDS_Attacks.src)` `hdsi_exclude_known_scanners(IDS_Attacks)` (IDS_Attacks.src_zone!=""Tap*"" OR IDS_Attacks.dest_zone!=""Tap*"") (IDS_Attacks.src_zone!=""dr_dmz*"" OR IDS_Attacks.dest_zone!=""dr_dmz*"") IDS_Attacks.dvc!=""*-IG"") by ""IDS_Attacks.src"",""IDS_Attacks.src_zone"",""IDS_Attacks.dvc"",sourcetype,_time span=15m | where count>1 | sort - count",None
Daily Identity Search,1,SplunkEnterpriseSecuritySuite,"index=ldap earliest=-12h@h 
| rex field=_raw ""(?<eventtime>.*?),(?<identity>.*?),(?<first>.*?),(?<last>.*?),(?<email>.*?),(?<phone>.*?),(?<managedBy>.*?),(?<priority>.*?),(?<bunit>.*?),(?<category>.*?),(?<watchlist>.*?),(?<startDate>.*?)"" 
| table identity,prefix,nick,first,last,suffix,email,phone,phone2,managedBy,priority,bunit,category,watchlist,startDate,endDate 
| eval email=trim(email,""\""""), bunit=trim(bunit,""\"""")
| outputlookup simple_identity_lookup",
Daily Internal Sourced IDS Report,1,SplunkEnterpriseSecuritySuite,"| tstats `summariesonly` values(IDS_Attacks.signature) as ""signature"",values(IDS_Attacks.dest) as ""dest"",values(IDS_Attacks.dest_zone) as ""dest_zone"",values(IDS_Attacks.user) as ""user"",count from datamodel=Intrusion_Detection.IDS_Attacks where ((`hdsi_rfc1918(IDS_Attacks.src)`) (IDS_Attacks.severity=high OR IDS_Attacks.severity=critical) IDS_Attacks.action=""allowed"" `hdsi_exclude_guest_wireless(IDS_Attacks.src)` `hdsi_exclude_known_scanners(IDS_Attacks)` (IDS_Attacks.src_zone!=""Tap*"" OR IDS_Attacks.dest_zone!=""Tap*"") (IDS_Attacks.src_zone!=""dr_dmz*"" OR IDS_Attacks.dest_zone!=""dr_dmz*"") IDS_Attacks.dvc!=""*-IG"") NOT (`hdsi_rfc1918(IDS_Attacks.dest)`) by ""IDS_Attacks.src"",""IDS_Attacks.src_zone"",""IDS_Attacks.dvc"",sourcetype,_time span=15m | where count>1 | sort - count",None
Daily Sinkhole Activity Report,1,SplunkEnterpriseSecuritySuite,"| tstats summariesonly=t count from datamodel=Network_Traffic where ((nodename = All_Traffic) All_Traffic.dest=""72.5.65.111"" All_Traffic.user!=""cnv*"" `hdsi_exclude_guest_wireless(All_Traffic.src)` `hdsi_exclude_email_servers(All_Traffic)` `hdsi_exclude_known_scanners(All_Traffic)`) by All_Traffic.action, All_Traffic.src, All_Traffic.dvc, All_Traffic.user, All_Traffic.rule | `drop_dm_object_name(All_Traffic)` | where count > 50",None
DNS - Errors,1,DA-ESS-NetworkProtection,"| tstats `summariesonly` count as current_count from datamodel=Network_Resolution.DNS where earliest=-24h@h latest=+0s (DNS.reply_code!=""No error"" AND DNS.reply_code!=""NoError"") | appendcols [| tstats `summariesonly` count as historical_count from datamodel=Network_Resolution.DNS where earliest=-48h@h latest=-24h@h (DNS.reply_code!=""No error"" AND DNS.reply_code!=""NoError"") ] | `get_delta`",
DNS - Messages,1,DA-ESS-NetworkProtection,| tstats `summariesonly` count as current_count from datamodel=Network_Resolution.DNS where earliest=-24h@h latest=+0s | appendcols [| tstats `summariesonly` count as historical_count from datamodel=Network_Resolution.DNS where earliest=-48h@h latest=-24h@h] | `get_delta`,
DNS - Query Sources,1,DA-ESS-NetworkProtection,| tstats `summariesonly` estdc(DNS.src) as current_count from datamodel=Network_Resolution.DNS where earliest=-24h@h latest=+0s | appendcols [| tstats `summariesonly` estdc(DNS.src) as historical_count from datamodel=Network_Resolution.DNS where earliest=-48h@h latest=-24h@h] | `get_delta`,
DNS - Unique Queries,1,DA-ESS-NetworkProtection,| tstats `summariesonly` estdc(DNS.query) as current_count from datamodel=Network_Resolution.DNS where earliest=-24h@h latest=+0s | appendcols [| tstats `summariesonly` estdc(DNS.query) as historical_count from datamodel=Network_Resolution.DNS where earliest=-48h@h latest=-24h@h] | `get_delta`,
EIA AWS Cloud - GuardDuty Alert,1,SplunkEnterpriseSecuritySuite,"index=""aws-guardduty"" detail.accountId IN(942186667133, 860702706577, 859146873948, 744058822102, 733691505079, 728244295542, 662867330503, 645993801158, 634316412938, 579260317337, 560737476145, 476575409545, 418502740917, 337014249274, 316990718558, 219161302929, 216716033826, 159408208041, 130582811668, 126914425232, 108139614258, 086655612450, 044783533270, 043835108056) severity=high
| stats count by detail.accountId AccountName detail.type
| sort -count",
EIA Cloud,1,search,"index=""aws-guardduty"" detail.accountId IN(219161302929,645993801158,216716033826,159408208041,860702706577,859146873948,108139614258,04076271227,836350645317,835500223755,437514022986,419521102043,842563929879,564086998327,158616467309,924527832891,935677405004,882009900291,537991577393,034426391536,204341441231,289479445859104153677713,163303969788,942186667133,634316412938733691505079,043835108056,418502740917,728244295542,476575409545,316990718558,744058822102,560737476145,126914425232,282613493272,086655612450,662867330503,044783533270,032742205516,729601931916,482801974677,046317447102,907848582140,313979339582,962144292115,609603870214,624341408189,183562536940,413313170553,011080952197,491848952285,679321523384,130582811668,579260317337)
| stats count by detail.accountId AccountName detail.type
| sort -count",
Email - Cloud Activity,1,DA-ESS-NetworkProtection,"| tstats `summariesonly` count as current_count from datamodel=Email.All_Email where earliest=-24h@h latest=+0s (`cloud_email_search(""All_Email.src_user"")` OR `cloud_email_search(""All_Email.recipient"")`) | appendcols [| tstats `summariesonly` count as historical_count from datamodel=Email.All_Email where earliest=-48h@h latest=-24h@h (`cloud_email_search(""All_Email.src_user"")` OR `cloud_email_search(""All_Email.recipient"")`) ] | `get_delta`",
Email - Unique Receivers,1,DA-ESS-NetworkProtection,| tstats  `summariesonly` estdc(All_Email.recipient) as current_count from datamodel=Email.All_Email where earliest=-24h@h latest=+0s | appendcols [| tstats  `summariesonly` estdc(All_Email.recipient) as historical_count from datamodel=Email.All_Email where earliest=-48h@h latest=-24h@h ] | `get_delta`,
Email - Unique Senders,1,DA-ESS-NetworkProtection,| tstats  `summariesonly` estdc(All_Email.src_user) as current_count from datamodel=Email.All_Email where earliest=-24h@h latest=+0s | appendcols [| tstats `summariesonly` estdc(All_Email.src_user) as historical_count from datamodel=Email.All_Email where earliest=-48h@h latest=-24h@h ] | `get_delta`,
Endpoint - Average Infection Length - Summary Gen,1,SA-EndpointProtection,| from inputlookup:malware_tracker | eval dayDiff=(lastTime-firstTime)/86400 | stats avg(dayDiff) as avg_dayDiff by dest,None
Endpoint - GCR - Virus - VP Computer Is Infected With Virus - Rule,1,DA-ESS-EndpointProtection,"`GCR_Events_Virus_EndPoint` 
| rename dest as Computername 
| rex field=hostname ""(?<Computername>\w+)\.\w+\.\w+\.\w+"" 
| eval computername=lower(Computername) 
| lookup Director_Computers.csv computername output Tag 
| lookup VP_computers.csv computername output Status 
| search Status=enable OR Tag=dc 
| eval Alert_name=""GCR - Virus - VP Computer Is Infected With Virus"" 
| eval Trigger_Time=strftime(now(),""%F %T"") 
| eval user=coalesce(user,username)
| rename hostname as dest
| rex field=resource ""file:_(?P<file_path>[^\""]+)""
| eval file_name=mvindex(split(file_path, ""\\""), -1)
| eval username=lower(mvindex(split(user, ""\\""), -1))
| join type=inner username [|inputlookup VP_name.csv | rename AD AS username,AREA as region | eval username=lower(username) | fields username,Level,NAME,region]
| stats values(vendor_product) as vendor_product,values(user) as user,values(NAME) as identity,values(Level) as level,values(region) as region,values(signature) as signature,values(severity) as severity,values(process) as process,values(file_name) as file_name,values(file_path) as file_path,count by dest",
Endpoint - HDSI Critical Severity Malware Detected - Rule,1,SplunkEnterpriseSecuritySuite,"| tstats `summariesonly` values(Malware_Attacks.dest_priority) as dest_priority 
    values(Malware_Attacks.action) as action 
    values(Malware_Attacks.severity) as severity 
    values(Malware_Attacks.category) as category 
    dc(Malware_Attacks.signature) as signature_count 
    values(Malware_Attacks.signature) as signature 
    values(Malware_Attacks.file_name) as file_name 
    values(Malware_Attacks.file_path) as file_path 
    values(Malware_Attacks.file_hash) as file_hash 
    values(sourcetype) as sourcetype 
    from datamodel=Malware 
    where `hdsi_critical_severity_malware_filter` `hdsi_malware_detection_filter` 
    by Malware_Attacks.dest 
| rename Malware_Attacks.* as * 
| search `hdsi_critical_severity_malware_search_filter`",1483
Endpoint - HDSI Potential Follina Detection - Rule,1,SplunkEnterpriseSecuritySuite,"index=* source=*wineventlog* (process_name=msdt.exe OR process_name=*msdt.exe) parent_process_name IN (""winword.exe"", ""excel.exe"", ""powerpnt.exe"", ""outlook.exe"", ""mspub.exe"", ""visio.exe"") OR process IN (""*ms-msdt:/id*"", ""*IT_BrowseForFile=*"",""*IT_RebrowseForFile=*"")
| stats list(user) AS user, list(parent_process_name) AS parent_process_name, list(process_name) AS process_name, list(process) AS process, list(process_id) AS process_id, list(parent_process_id) AS parent_process_id, count by dest",1218
Endpoint - HDSI SCEP Solorigate Detection - Rule,1,SplunkEnterpriseSecuritySuite,"(index=sccm signature=""*Solorigate*"") 
| convert ctime(_time) AS orig_time 
| stats count values(signature) as signature values(username) as user values(resource) as file_name values(orig_time) as orig_time by hostname
| rename hostname as dest",1072
Endpoint - HDSI: Attack Detected on XP System - Rule,1,DA-ESS-EndpointProtection,index=pan_logs sourcetype=pan:threat tag=attack XP_Hostname=* (severity=high OR severity=critical),
Endpoint - HDSI: Host with Recurring Malware Infection - Rule,1,DA-ESS-EndpointProtection,"| datamodel Malware Malware_Attacks search | `drop_dm_object_name(Malware_Attacks)` | search NOT sourcetype=china-scep-csv | eval severity = if(severity == ""Severe"", ""critical"", severity) | fillnull value="""" | stats dc(date) as day_count,values(signature) as signature,values(file_path) as file_path by dest,severity,dvc,user,vendor_product | search severity=high OR severity=critical | where day_count>4",
